id,original_title,original_language,genre,overview,popularity,vote_count,vote_average,release_date
4349,The Kingdom,en,"Thriller, Action, Drama",A team of U.S. government agents is sent to investigate the bombing of an American facility in the Middle East.,1.6737,1750,6.7,2007-08-22
798286,Beau Is Afraid,en,"Comedy, Adventure, Fantasy","Following the sudden death of his mother, a mild-mannered but anxiety-ridden man confronts his darkest fears as he embarks on an epic odyssey back home.",3.2783,1239,6.721,2023-04-14
597094,初恋,ja,"Crime, Action, Comedy","One night in Tokyo, Leo, a young boxer, meets his first love, Monica, an imprisoned sex worker. Caught up in a drug-smuggling scheme, they find themselves pursued by a corrupt cop, a yakuza, his nemesis, and a female assassin.",3.5145,320,6.722,2019-05-31
313922,Green Room,en,"Horror, Crime, Thriller",A punk rock band is forced to fight for survival after witnessing an act of violence at a skinhead bar.,2.053,2851,6.722,2016-04-15
53957,La matassa,it,Comedy,"Two cousins haven't spoken for almost twenty years, thanks to the enmity that their fathers feel toward one another. But an accident suddenly brings the cousins back together and thrusts them deep into the heart of the mafia.",2.8582,485,6.722,2009-03-13
51980,Germinal,fr,"Drama, Romance","It's mid 19th century, north of France. The story of a coal miner's town. They are exploited by the mine's owner. One day the decide to go on strike, and then the authorities repress them.",2.5055,336,6.7,1993-09-29
14197,My Sassy Girl,en,"Comedy, Romance","A guy has his life planned out until he is wooed, groomed and then dumped by an elusive woman.",1.6665,394,6.7,2008-05-26
1909,Don Juan DeMarco,en,"Romance, Drama, Comedy","John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",3.0225,778,6.722,1994-10-12
310,Bruce Almighty,en,"Fantasy, Comedy","Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, NY, but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God — and the Almighty responds, endowing Bruce with all of His divine powers.",7.7614,11202,6.722,2003-05-23
616803,Breaking Surface,sv,"Drama, Thriller","Two Swedish/Norwegian half sisters go on a winter diving trip in Northern Norway, when they get trapped after a rockslide.",3.0612,430,6.7,2020-02-14
5255,The Polar Express,en,"Animation, Adventure, Family, Fantasy","When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.",22.6246,6696,6.7,2004-11-10
933131,황야,ko,"Action, Adventure, Thriller, Horror","After a deadly earthquake turns Seoul into a lawless badland, a fearless huntsman springs into action to rescue a teenager abducted by a mad doctor.",3.5392,772,6.72,2024-01-26
424783,Bumblebee,en,"Action, Adventure, Science Fiction","On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small Californian beach town. Charlie, on the cusp of turning 18 and trying to find her place in the world, discovers Bumblebee, battle-scarred and broken.  When Charlie revives him, she quickly learns this is no ordinary yellow VW bug.",5.6386,6457,6.72,2018-11-22
65760,The Whistleblower,en,"Drama, Thriller, Crime","Nebraska cop Kathryn Bolkovac discovers a deadly sex trafficking ring while serving as a U.N. peacekeeper in post-war Bosnia. Risking her own life to save the lives of others, she uncovers an international conspiracy that is determined to stop her, no matter the cost.",4.7322,592,6.72,2010-09-13
17894,The Beautician and the Beast,en,"Comedy, Romance",A New York City beautician is mistakenly hired as the school teacher for the children of the president of a small Eastern European country.,1.5565,364,6.72,1997-02-07
13691,Piglet's Big Movie,en,"Animation, Family","When the gang from the Hundred Acre Wood begin a honey harvest, young Piglet is excluded and told that he is too small to help. Feeling inferior, Piglet disappears and his pals Eeyore, Rabbit, Tigger, Roo and Winnie the Pooh must use Piglet's scrapbook as a map to find him. In the process they discover that this very small animal has been a big hero in a lot of ways.",4.118,389,6.7,2003-03-16
10785,The Thing from Another World,en,"Drama, Horror, Science Fiction",Scientists and US Air Force officials fend off a blood-thirsty alien organism while investigating at a remote arctic outpost.,4.7732,659,6.72,1951-04-05
4587,Mermaids,en,"Comedy, Drama, Romance","Fifteen-year-old Charlotte Flax is tired of her wacky mom moving their family to a different town any time she feels it is necessary. When they move to a small Massachusetts town and Mrs. Flax begins dating a shopkeeper, Charlotte and her 9-year-old sister, Kate, hope that they can finally settle down. But when Charlotte's attraction to an older man gets in the way, the family must learn to accept each other for who they truly are.",3.7062,549,6.72,1990-12-14
300666,Bravetown,en,"Drama, Music","After an accidental drug overdose, a talented teenage DJ goes to live with his estranged father in a small Army town, where he gets to the bottom of his own pain and learns empathy for others.",1.3284,303,6.7,2015-05-08
198185,Million Dollar Arm,en,Drama,"In a last-ditch effort to save his career, sports agent JB Bernstein dreams up a wild game plan to find Major League Baseball’s next great pitcher from a pool of cricket players in India. He soon discovers two young men who can throw a fastball but know nothing about the game of baseball. Or America. It’s an incredible and touching journey that will change them all — especially JB, who learns valuable lessons about teamwork, commitment and family.",1.0911,651,6.719,2014-05-09
14522,Black Beauty,en,"Family, Adventure, Drama","The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.",1.6744,342,6.7,1994-07-29
11880,Dog Soldiers,en,"Horror, Action, Thriller","A band of soldiers is dispatched to war games deep in the woods. When they stumble across a rival team slaughtered in camp, they realize they're not alone.",1.7875,948,6.719,2002-05-10
9538,Scanners,en,"Science Fiction, Horror","After a man with extraordinary, and frighteningly destructive, telepathic abilities is nabbed by agents from a mysterious rogue corporation, he discovers he is far from the only possessor of such strange powers. Some of the other “scanners” have their minds set on world domination, while others are trying to stop them.",1.7375,1300,6.72,1981-01-14
662546,Godmothered,en,"Family, Fantasy, Comedy","A young and unskilled fairy godmother that ventures out on her own to prove her worth by tracking down a young girl whose request for help was ignored. What she discovers is that the girl has now become a grown woman in need of something very different than a ""prince charming.""",2.7862,625,6.718,2020-12-04
459992,Long Shot,en,"Comedy, Romance","Journalist Fred Flarsky reunites with his childhood crush, Charlotte Field, now one of the most influential women in the world. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter — much to the dismay of her trusted advisers.",2.4725,2800,6.718,2019-05-02
35554,Cado dalle nubi,it,Comedy,"An aspiring singer from southern Italy who's just been dumped moves north to Milan, where he falls in love and enters a TV singing competition show.",2.9435,1666,6.718,2009-11-27
21474,Bring It On: Fight to the Finish,en,Comedy,"When her mother falls for a wealthy man, Lina Cruz must move in with her new stepfather and transfer from an urban East Los Angeles public high school to an exclusive prep school in Malibu, where she struggles to fit in with her affluent new peers. After snooty cheerleading captain Avery blocks Lina from varsity, Lina recruits her best friends from her old school to help her whip the pathetic junior varsity cheerleading squad -- the Sea Lions -- into fighting shape.",0.1537,569,6.718,2009-07-30
15762,Night of the Creeps,en,"Horror, Comedy, Science Fiction","In 1959, an alien experiment crashes to earth and infects a fraternity member. They freeze the body, but in the modern day, two geeks pledging a fraternity accidentally thaw the corpse, which proceeds to infect the campus with parasites that transform their hosts into killer zombies.",1.5069,547,6.718,1986-08-21
13509,The Monster Squad,en,"Comedy, Action, Fantasy","Count Dracula returns to the world of humans accompanied by Frankenstein's Monster, the Wolfman, the Mummy, and the Gillman. The uglies are in search of a powerful amulet that will grant them the ability to rule the world. A group of horror-loving heroes are the only ones daring to stand in their way.",3.9512,615,6.718,1987-08-14
6312,Le Pacte des loups,fr,"Adventure, Horror, Action, History","In 18th century France, the Chevalier de Fronsac and his Native American friend Mani are sent by the King to the Gevaudan province to investigate the killings of hundreds by a mysterious beast.",3.3134,1660,6.718,2001-01-31
1875,Fantômas contre Scotland Yard,fr,"Comedy, Crime, Adventure, Fantasy","In the third and final episode of the trilogy, Fantômas imposes a head tax on the rich, threatening to kill those who do not comply.",1.1487,553,6.718,1967-03-16
460059,Burn Out,fr,"Action, Thriller, Crime","Tony, a promising young motorcycle racer, is forced to do perilous drug runs to save the mother of his child from a dangerous mobster.",1.1459,445,6.717,2018-01-03
209263,Enough Said,en,"Comedy, Drama, Romance","Eva is a divorced soon-to-be empty-nester wondering about her next act. Then she meets Marianne, the embodiment of her perfect self. Armed with a restored outlook on being middle-aged and single, Eva decides to take a chance on her new love interest Albert — a sweet, funny and like-minded man. But things get complicated when Eva discovers that Albert is in fact the dreaded ex–husband of Marianne...",3.7949,889,6.717,2013-09-18
48415,Benvenuti al sud,it,Comedy,"Alberto, post office manager of a small town in Brianza, under pressure of his wife Sylvia, is willing to do anything to get the transfer to Milan. Even pretending to be disabled to climb in the ranking. But the trick does not work and as punishment, he is transferred in a small town in Campania, which to an inhabitant of the north is equivalent to a nightmare ...",4.4982,1842,6.717,2010-10-01
11130,The Princess Diaries 2: Royal Engagement,en,"Comedy, Drama, Family, Romance","Mia Thermopolis is now a college graduate and on her way to Genovia to take up her duties as princess. Accompanied by her friend Lilly, Mia continues her 'princess lessons', like riding horses side-saddle and archery. But her already complicated life is turned upside down once again when she learns that she is to take the crown as queen earlier than expected, all while she meets a mysteriously charming young man.",4.6435,3353,6.717,2004-08-06
2462,Hibernatus,fr,"Comedy, Science Fiction","Hubert de Tartas' life becomes a complete muddle when his wife's grandfather is unearthed after having spent 65 years in frozen hibernation in the polar circle. After being de-frosted, the Hibernating Man believes it is still the beginning of the century. Nothing is spared to keep that illusion alive. At the end of his rope, Hubert blurts out the truth and takes the man from Edwardian times on a crazy spree through an ultramodern Twentieth Century.",3.1673,498,6.7,1969-09-10
1870,Fantômas se déchaîne,fr,"Comedy, Crime, Adventure, Fantasy","In the second episode of the trilogy Fantômas kidnaps distinguished scientist professor Marchand with the aim to develop a super weapon that will enable him to menace the world. Fantômas is also planning to abduct a second scientist, professor Lefebvre.",6.1634,555,6.717,1965-12-08
1125,Dreamgirls,en,"Drama, Music","A trio of female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way.",3.4133,1060,6.717,2006-12-25
950,Ice Age: The Meltdown,en,"Animation, Family, Comedy, Adventure","Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",7.3755,10125,6.7,2006-03-29
785457,Afterlife of the Party,en,"Fantasy, Comedy, Drama",A social butterfly who dies during her birthday week is given a second chance to right her wrongs on Earth.,4.5688,472,6.716,2021-09-02
463858,Première année,fr,"Comedy, Drama","Antoine is about to start his first year of medical school… for the third time. Benjamin, just out of high school, will make his first try. He soon realizes it's not exactly a walk in the park. In a fiercely competitive environment, with nights dedicated to hard studying rather than hard partying, the two freshmen will have to adapt and find a middle ground between despair for the present and hope for the future.",3.0925,716,6.716,2018-09-12
19200,Shadows and Fog,en,"Comedy, Mystery, Crime","With a serial strangler on the loose, a bookkeeper wanders around town searching for the vigilante group intent on catching the killer.",3.5156,383,6.7,1991-12-05
11522,Pretty in Pink,en,"Romance, Drama","Andie is an outcast, hanging out either with her older boss, who owns the record store where she works, or her quirky high school classmate Duckie, who has a crush on her. When one of the rich and popular kids at school, Blane, asks Andie out, it seems too good to be true. As Andie starts falling for Blane, she begins to realize that dating someone from a different social sphere is not easy.",2.6116,1164,6.7,1986-02-28
11448,Mighty Aphrodite,en,"Comedy, Romance","When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.",7.6946,723,6.7,1995-09-13
928344,Weird: The Al Yankovic Story,en,"Music, Comedy","Exploring every facet of ‘Weird Al’ Yankovic’s life, from his meteoric rise to fame with early hits like ‘Eat It’ and ‘Like a Surgeon’ to his torrid celebrity love affairs and famously depraved lifestyle, this biopic takes audiences on a truly unbelievable journey through Yankovic’s life and career, from gifted child prodigy to the greatest musical legend of all time.",1.5714,547,6.715,2022-09-08
598896,Land,en,Drama,"Edee, in the aftermath of an unfathomable event, finds herself unable to stay connected to the world she once knew and in the face of that uncertainty, retreats to the magnificent, but unforgiving, wilds of the Rockies. After a local hunter brings her back from the brink of death, she must find a way to live again.",1.296,316,6.714,2021-02-12
91745,Romeo & Juliet,en,"Romance, Drama","In Verona, bad blood between the Montague and Capulet families leads to much bitterness. Despite the hostility, Romeo Montague manages an invitation to a masked ball at the estate of the Capulets and meets Juliet, their daughter. The two are instantly smitten but dismayed to learn that their families are enemies. Romeo and Juliet figure out a way to pursue their romance, but Romeo is banished for his part in the slaying of Juliet's cousin, Tybalt.",3.7014,578,6.714,2013-09-12
82703,Mr. Peabody & Sherman,en,"Animation, Adventure, Family","A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-machine is stolen and moments in history begin to be changed.",3.6741,2463,6.714,2014-02-07
28942,The Brood,en,"Horror, Science Fiction","A man tries to uncover an unconventional psychologist's therapy techniques on his institutionalized wife, while a series of brutal attacks committed by a brood of mutant children coincides with the husband's investigation.",7.1419,779,6.714,1979-05-25
13971,Wild Child,en,"Comedy, Drama, Romance","Sixteen-year-old Poppy has everything her unlimited credit cards can buy, and a spoiled attitude to match. After a final thoughtless prank, her exasperated father ships her off to boarding school in England. There, Poppy meets her match in a stern headmistress and a class full of girls who will not tolerate her selfishness.",4.1797,1884,6.7,2008-08-15
13448,Angels & Demons,en,"Thriller, Mystery","Harvard symbologist Robert Langdon is recruited by the Vatican to investigate the apparent return of the Illuminati – a secret, underground organization – after four cardinals are kidnapped on the night of the papal conclave.",7.1901,7135,6.714,2009-04-20
12573,A Serious Man,en,"Comedy, Drama","It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.",2.6139,2255,6.7,2009-10-02
10552,Cat's Eye,en,"Horror, Thriller","Three short stories linked by a stray cat that roams from one tale to the next, in this creepy triptych that begins as Dick tries to quit smoking by any means necessary. Next, we meet Johnny, an adulterous man who's forced by his lover's husband onto a building's hazardous ledge. Finally, Amanda is threatened by an evil gnome who throws suspicion on the family cat.",3.7769,704,6.714,1985-04-12
9789,Mio fratello è figlio unico,it,"Comedy, Drama, History","Accio and Manrico are siblings from a working-class family in 1960s Italy: older Manrico is handsome, charismatic, and loved by all, while younger Accio is sulky, hot-headed, and treats life as a battleground — much to his parents' chagrin. After the former is drawn into left-wing politics, Accio joins the fascists out of spite, but his flimsy beliefs are put to test when he falls for Manrico's like-minded girlfriend.",1.9765,404,6.7,2007-03-28
4108,The Transporter,en,"Action, Crime, Thriller","Former Special Forces officer Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.",5.6548,5633,6.714,2002-10-02
2330,Taxi,fr,"Action, Comedy, Crime, Adventure","In Marseilles a skilled pizza delivery boy Daniel who drives a scooter finally has his dreams come true. He gets a taxi license. Caught by the police for a huge speed infraction, he will help Emilien, a loser inspector who can't drive, on the track of German bank robbers, so he doesn't lose his license and his dream job.",8.5653,2622,6.714,1998-04-08
24803,Julie & Julia,en,"Romance, Drama","Julia Child and Julie Powell – both of whom wrote memoirs – find their lives intertwined. Though separated by time and space, both women are at loose ends... until they discover that with the right combination of passion, fearlessness and butter, anything is possible.",1.831,2173,6.7,2009-08-06
13851,Batman: Gotham Knight,en,"Science Fiction, Animation, Action, Crime",Six interlocking stories reveal Bruce Wayne's earliest adventures as Batman and the steps he took to become the grim avenger of Gotham City.,5.7931,739,6.7,2008-07-08
10649,The Enforcer,en,"Crime, Action","Dirty Harry Callahan returns again, this time saddled with a rookie female partner. Together, they must stop a terrorist group consisting of angry Vietnam veterans.",2.1968,940,6.713,1976-12-16
1239193,Deep Cover,en,"Action, Comedy, Crime","Kat is an improv comedy teacher beginning to question if she’s missed her shot at success. When an undercover cop offers her the role of a lifetime, she recruits two of her students to infiltrate London’s gangland by impersonating dangerous criminals.",4.5083,482,6.712,2025-06-12
636706,Spaceman,en,"Science Fiction, Adventure, Drama","Six months into a solo mission, a lonely astronaut confronts the cracks in his marriage with help from a mysterious creature he discovers on his ship.",3.9822,970,6.711,2024-02-23
614292,Favolacce,it,Drama,"In a small suburb on the outskirts of Rome, the cheerful heat of summer camouflages a stifling atmosphere of alienation. From a distance, the families seem normal, but it’s an illusion: in the houses, courtyards and gardens, silence shrouds the subtle sadism of the fathers, the passivity of the mothers and the guilty indifference of adults. But it’s the desperation and repressed rage of the children that will explode and cut through this grotesque façade, with devastating consequences for the entire community.",1.7514,599,6.712,2020-06-15
455980,Tag,en,"Comedy, Action","For one month every year, five highly competitive friends hit the ground running in a no-holds-barred game of tag they’ve been playing since the first grade. This year, the game coincides with the wedding of their only undefeated player, which should finally make him an easy target. But he knows they’re coming...and he’s ready.",3.5133,3329,6.712,2018-05-30
74513,Forces spéciales,fr,"Action, Drama, War","Afghanistan. War correspondent Elsa Casanova is taken hostage by the Taliban. Faced with her imminent execution, a Special Forces unit is dispatched to free her. In some of the world’s most breathtaking yet hostile landscapes, a relentless pursuit begins between her kidnappers who have no intention of letting their prey escape them and a group of soldiers who risk their lives in pursuit of their single aim – to bring her home alive. This strong, independent woman and these men of duty are thrown together and forced to confront situations of great danger that inextricably bind them – emotionally, violently and intimately.",1.9396,610,6.7,2011-11-02
24740,The Entity,en,"Horror, Mystery, Thriller","A single mom is raped by an invisible force. Her psychiatrist believes the experience stems from childhood trauma, while she knows something supernatural is at play.",2.5505,527,6.712,1982-09-30
16241,The Boys from Brazil,en,"Drama, Mystery, Science Fiction","Nazi hunter Ezra Lieberman discovers a sinister and bizarre plot, masterminded by Dr. Josef Mengele, to rekindle the Third Reich.",1.1858,422,6.712,1978-10-05
10758,Waitress,en,"Drama, Comedy, Romance",A small town waitress stuck in a lousy marriage finds love when an exciting out-of-towner enters her life.,5.9645,553,6.7,2007-05-25
10675,Frantic,en,"Mystery, Crime, Drama","The wife of an American doctor suddenly vanishes in Paris. To find her, he navigates a puzzling web of language, locale, laissez-faire cops, triplicate-form filling bureaucrats and a defiant, mysterious waif who knows more than she tells.",2.5401,1089,6.712,1988-02-19
9819,Marvin's Room,en,Drama,A leukemia patient attempts to end a 20-year feud with her sister to get her bone marrow.,2.0713,620,6.712,1996-12-18
2669,The Bounty,en,"Action, Drama, History",An idyllic voyage to Tahiti in 1789 turns a crew aboard the H.M.S. Bounty against its captain when they find tropical paradise and unlimited sex.,4.1124,612,6.7,1984-05-04
1109255,Parthenope,it,Drama,"Parthenope, born in the sea near Naples in 1950, is beautiful, enigmatic, and intelligent. She is shamelessly courted by many. However, beauty comes at a cost.",3.4015,675,6.711,2024-10-24
249397,Nymphomaniac: Vol. II,en,"Drama, Mystery",The continuation of Joe's sexually dictated life delves into the darker aspects of her adult life and what led to her being in Seligman's care.,11.2102,3057,6.7,2013-12-25
14181,Boiler Room,en,"Crime, Drama, Thriller",A college dropout gets a job as a broker for a suburban investment firm and is on the fast track to success—but the job might not be as legitimate as it sounds.,1.9845,716,6.711,2000-02-18
13155,Return to Oz,en,"Adventure, Family, Fantasy","Dorothy, saved from a psychiatric experiment by a mysterious girl, finds herself back in the land of her dreams, and makes delightful new friends, and dangerous new enemies.",2.3411,1052,6.7,1985-06-21
1197306,A Working Man,en,"Action, Crime, Thriller","Levon Cade left behind a decorated military career in the black ops to live a simple life working construction. But when his boss's daughter, who is like family to him, is taken by human traffickers, his search to bring her home uncovers a world of corruption far greater than he ever could have imagined.",28.5567,1685,6.71,2025-03-26
806368,The Son,en,Drama,"A successful lawyer, with a new wife and infant, agrees to care for his teenage son from a previous marriage after his ex-wife becomes concerned about the boy's wayward behavior.",2.1121,530,6.71,2022-11-10
452773,Tadeo Jones 2: El secreto del rey Midas,es,"Animation, Adventure, Comedy, Family","Tad dreams of becoming an archaeologist traveling the world, uncovering hidden secrets and lost treasure, but his job working construction keeps him daydreaming instead of exploring. The chance of a lifetime comes when he is invited to attend archaeologist Sara Lavrof's presentation of her latest discovery - the papyrus that proves the existence of the Necklace of Midas, the legendary King who turned everything he touched into solid gold.",1.8812,428,6.7,2017-03-25
402529,All Eyez on Me,en,"History, Drama, Music","All Eyez on Me chronicles the life and legacy of Tupac Shakur, including his rise to superstardom as a hip-hop artist, actor, poet and activist, as well as his imprisonment and prolific, controversial time at Death Row Records. Against insurmountable odds, Tupac rose to become a cultural icon whose career and persona both continue to grow long after his passing.",1.822,1212,6.71,2017-06-12
375183,A Family Man,en,Drama,"Dane Jensen is a driven, Chicago-based headhunter, working at a cut-throat job placement firm. When his boss pits Dane against Lynn Vogel, Dane's equally driven but polar-opposite rival at the firm, in a battle for control over the company. When his young son is then given a harrowing diagnosis, Dane is suddenly pulled between achieving his professional dream and spending time with the family that needs him now more than ever.",3.8357,522,6.71,2016-09-13
200505,Draft Day,en,Drama,"At the NFL Draft, general manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.",1.4811,973,6.71,2014-04-11
55420,Another Earth,en,"Drama, Science Fiction",Tragedy connects a young woman and a shattered music professor as an exact replica of Earth is discovered.,1.2856,1748,6.71,2011-07-22
15674,Sabrina the Teenage Witch,en,"TV Movie, Fantasy, Family, Comedy","A girl, sent by her parents to live with her two eccentric aunts, finds out on her sixteenth birthday that she is a witch.",4.9707,336,6.7,1996-04-07
4517,Elizabeth: The Golden Age,en,"Drama, History, Romance","When Queen Elizabeth's reign is threatened by ruthless familial betrayal and Spain's invading army, she and her shrewd adviser must act to safeguard the lives of her people.",3.5529,1279,6.71,2007-09-09
13258,Son of Rambow,en,Comedy,"Will is looking for an escape from his family when he encounters Lee, the school bully. Armed with a video camera and a copy of Rambo, Lee plans to make his own action-packed video epic.",2.3977,473,6.709,2007-01-22
1111873,Abigail,en,"Horror, Thriller, Crime","A group of criminals kidnap a teenage ballet dancer, the daughter of a notorious gang leader, in order to obtain a ransom of $50 million, but over time, they discover that she is not just an ordinary girl. After the kidnappers begin to diminish, one by one, they discover, to their increasing horror, that they are locked inside with no normal little girl.",12.8475,1829,6.709,2024-04-16
427348,Carbone,fr,"Thriller, Crime","In danger of losing his business, Anthony Roca, an ordinary man, develops a scam that will become the heist of the century. Overtaken by the crime, he will have to deal with betrayal, murder and settling.",1.5186,438,6.7,2017-11-01
353571,Tallulah,en,"Drama, Comedy","Desperate to be rid of her toddler, a dissatisfied Beverly Hills housewife hires a stranger to babysit and ends up getting much more than she bargained for.",2.8772,742,6.708,2016-06-02
96724,Anna Karenina,en,"Drama, Romance, History","In Imperial Russia, Anna, wife of the officer Karenin, goes to Moscow to visit her brother. On the way, she meets charming cavalry officer Vronsky, to whom she's immediately attracted. But in St. Petersburg’s high society, a relationship like this could destroy a woman’s reputation.",2.8474,2356,6.707,2012-09-06
77499,Barbie: A Perfect Christmas,en,"Animation, Family","The vacation plans of Barbie and her sisters take a turn due to a snowstorm. Stranded in Tannenbaum town, they find themselves amidst a holiday venture where they learn a heartwarming lesson.",3.9325,317,6.7,2011-11-03
44718,Get Low,en,"Drama, Mystery, Comedy","A movie spun out of equal parts folk tale, fable and real-life legend about the mysterious, 1930s Tennessee hermit who famously threw his own rollicking funeral party... while he was still alive.",6.2862,323,6.712,2010-07-30
1267905,The Roses,en,Comedy,"Life seems easy for picture-perfect couple Ivy and Theo: successful careers, a loving marriage, great kids. But beneath the façade of their supposed ideal life, a storm is brewing – as Theo's career nosedives while Ivy's own ambitions take off, a tinderbox of fierce competition and hidden resentment ignites.",17.666,440,6.707,2025-08-27
484641,Anna,en,"Action, Adventure, Thriller",Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,6.0812,2881,6.706,2019-06-19
471474,Batman: Gotham by Gaslight,en,"Thriller, Action, Animation, Science Fiction","In an alternative Victorian Age Gotham City, Batman begins his war on crime while he investigates a new series of murders by Jack the Ripper.",4.869,741,6.706,2018-01-12
443009,"Don't Worry, He Won't Get Far on Foot",en,"Comedy, Drama","On the rocky path to sobriety after a life-changing accident, John Callahan discovers the healing power of art, willing his injured hands into drawing hilarious, often controversial cartoons, which bring him a new lease on life.",1.5247,734,6.706,2018-04-04
25189,The Mirror Has Two Faces,en,"Comedy, Drama, Romance","Rose Morgan, who still lives with her mother, is a professor of Romantic Literature who desperately longs for passion in her life. Gregory Larkin, a mathematics professor, has been burned by passionate relationships and longs for a sexless union based on friendship and respect.",1.173,359,6.706,1996-11-15
12684,Sabotage,en,"Drama, Thriller, Crime",Karl Anton Verloc and his wife own a small cinema in a quiet London suburb where they live seemingly happily. But Mrs. Verloc does not know that her husband has a secret that will affect their relationship and threaten her teenage brother's life.,0.4939,355,6.706,1937-01-08
505948,I Am Mother,en,"Science Fiction, Thriller","A teenage girl is raised underground by a robot ""Mother"", designed to repopulate the earth following an extinction event. But their unique bond is threatened when an inexplicable stranger arrives with alarming news.",3.8044,2720,6.705,2019-06-07
500475,SuperFly,en,"Action, Crime","Career criminal Youngblood Priest wants out of the Atlanta drug scene, but as he ramps up sales, one little slip up threatens to bring the whole operation down before he can make his exit.",3.1659,395,6.705,2018-06-13
24767,Iron Will,en,"Adventure, Family, Action","When Will Stoneman's father dies, he is left alone to take care of his mother and their land. Needing money to maintain it, he decides to join a cross country dogsled race. This race will require days of racing for long hours, through harsh weather and terrain. This young man will need a lot of courage and a strong will to complete this race.",1.5303,320,6.705,1994-01-14
778106,Along for the Ride,en,"Romance, Drama","The summer before college, Auden meets the mysterious Eli, a fellow insomniac. While the seaside town of Colby sleeps, the two embark on nightly quests to help Auden experience the fun, carefree teen life she never knew she wanted.",1.3214,365,6.704,2022-05-06
50546,Just Go with It,en,"Comedy, Romance","While romancing Palmer, a much younger schoolteacher, plastic surgeon Danny Maccabee enlists his loyal assistant Katherine to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, Katherine's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",8.5812,5975,6.704,2011-02-10
1624,Liar Liar,en,Comedy,"Forced by his son's birthday wish, fast-talking attorney and habitual liar Fletcher Reede must tell the truth for the next 24 hours.",4.5896,6032,6.704,1997-03-21
649394,Worth,en,"History, Drama","Kenneth Feinberg, a powerful D.C. lawyer appointed Special Master of the 9/11 Fund, fights off the cynicism, bureaucracy, and politics associated with administering government funds and, in doing so, discovers what life is worth.",3.3257,359,6.703,2021-07-21
392044,Murder on the Orient Express,en,"Mystery, Drama, Crime",Genius Belgian detective Hercule Poirot investigates the murder of an American tycoon aboard the Orient Express train.,6.3963,10317,6.704,2017-11-03
46420,The Loved Ones,en,Horror,"When Brent turns down his classmate Lola's invitation to the prom, she concocts a wildly violent plan for revenge.",2.7437,810,6.703,2010-08-04
39514,RED,en,"Action, Adventure, Comedy, Crime, Thriller","After surviving an assault from a squad of hit men, retired CIA black ops agent Frank Moses reassembles his old team for an all-out war. Frank reunites with old Joe, crazy Marvin and wily Victoria to uncover a massive conspiracy that threatens their lives. Only their expert training will allow them to survive a near-impossible mission -- breaking into CIA headquarters.",6.5956,6975,6.7,2010-10-13
8699,Anchorman: The Legend of Ron Burgundy,en,Comedy,"It's the 1970s and San Diego anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.",3.8153,4414,6.703,2004-06-28
943,Lethal Weapon 3,en,"Action, Comedy, Thriller, Crime",Riggs and Murtaugh pursue a former officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.,4.3304,3099,6.703,1992-05-15
