order_id,product_id,add_to_cart_order,reordered,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,product_name,aisle_id,department_id
81600,23892,14,1,103275,train,46,1,12,11.0,Original High Efficiency Liquid Laundry Detergent,75,17
959186,29594,4,0,110545,prior,30,4,11,1.0,YoKids Strawberry Banana/Strawberry Yogurt,120,16
1951151,9000,13,0,114088,prior,5,4,12,7.0,Organic Yellow Zucchini,83,4
1475798,7781,12,0,177897,prior,1,1,13,,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,21,16
1246006,34433,4,0,163224,prior,11,6,13,28.0,Sweetened Condensed Milk,17,13
2720704,10305,16,1,59180,prior,3,3,22,3.0,Black Plum,24,4
79386,12341,1,1,79129,prior,11,3,0,12.0,Hass Avocados,32,4
1427935,30233,1,1,176156,prior,15,3,14,10.0,Organic Large Brown Grade AA Cage Free Eggs,86,16
1555440,38444,1,1,108546,prior,8,2,17,4.0,Chardonnay,62,5
1244921,1529,12,1,130428,prior,48,5,20,2.0,"Parsley, Italian (Flat), New England Grown",16,4
920392,23807,7,0,55529,prior,6,1,10,4.0,Sweetener,17,13
564025,18091,8,0,14775,prior,3,0,16,7.0,Daily Moisturizing Lotion,127,11
2486794,40350,6,1,46033,prior,25,1,14,5.0,Goddess Dressing,89,13
1467346,7715,2,1,196855,prior,7,6,15,30.0,Rosemary Ham,96,20
2709664,40545,12,1,25711,prior,5,1,18,7.0,Berry Medley,116,1
2461607,43122,15,1,142483,train,25,6,10,20.0,Organic Bartlett Pear,24,4
2193100,12115,16,0,144333,prior,1,5,13,,French Onion Chips,107,19
796232,21137,3,1,185441,prior,73,2,7,3.0,Organic Strawberries,24,4
1323638,13517,4,1,147532,prior,24,0,17,8.0,Whole Wheat Bread,112,3
2373210,22875,21,1,54472,prior,32,0,14,6.0,Chinese Duck Sauce,66,6
1335967,7539,10,0,74995,prior,1,1,10,,Organic Chewy Chocolate Banana Bites,117,19
1253340,29344,30,1,52721,prior,32,5,10,19.0,Milk Chocolate Covered Frozen Banana,37,1
1027435,1994,12,1,104659,prior,13,2,8,8.0,Organic Gluten Free Quinoa Spaghetti,131,9
2157439,48679,33,0,150275,prior,28,1,21,4.0,Organic Garnet Sweet Potato (Yam),83,4
2292300,13574,2,1,17416,prior,7,1,18,20.0,Tangy Original Orange Flavor Juice Drink,31,7
2267345,2449,4,1,111860,prior,4,5,19,6.0,"Tri Fun Pack Fruit Loops, Cocoa Krispies; Apple Jacks",121,14
1574371,41362,8,0,141571,prior,8,1,10,6.0,Lunchables Turkey & Cheddar with Crackers,13,20
2244734,49683,4,1,183051,prior,5,4,7,30.0,Cucumber Kirby,83,4
106638,695,4,1,136233,prior,18,6,10,0.0,Diet Dr Pepper Bottles,77,7
2458184,3529,4,1,161372,prior,10,0,11,6.0,Fully Cooked Original Bacon,106,12
1350306,27086,1,1,53375,prior,4,1,18,24.0,Half & Half,53,16
1597544,39984,9,1,200416,prior,63,0,19,2.0,Organic Dill,16,4
1762715,32303,4,1,90110,prior,42,3,15,6.0,Red Seedless Grapes,24,4
1060742,46900,1,0,166037,prior,9,0,14,9.0,Organic Chicken Noodle Soup,69,15
2888643,34126,14,1,56296,prior,12,0,11,5.0,Organic Italian Parsley Bunch,16,4
507426,5876,1,1,122432,prior,10,1,20,15.0,Organic Lemon,24,4
419043,13176,3,1,205661,prior,15,6,16,8.0,Bag of Organic Bananas,24,4
3104118,47766,6,1,44374,prior,5,6,13,21.0,Organic Avocado,24,4
3261640,19057,4,1,75942,prior,33,5,17,7.0,Organic Large Extra Fancy Fuji Apple,24,4
2177748,8092,11,1,103404,prior,6,4,19,10.0,Organic Garlic & ButterCroutons,89,13
602401,6184,1,0,7208,prior,4,2,15,30.0,Clementines,32,4
92278,24852,1,1,149435,prior,16,1,16,21.0,Banana,24,4
619855,40706,5,0,16737,prior,3,5,10,3.0,Organic Grape Tomatoes,123,4
2413533,26410,6,1,92383,prior,57,0,6,1.0,Rice Thins Brown Rice Snack Crackers,78,19
1331587,34002,12,0,187543,prior,1,4,13,,Artisan Spinach Pesto Sausage,14,20
1347127,45554,4,1,178630,prior,6,6,11,8.0,Barbecue Chicken Breast Slices,96,20
3192863,2390,11,0,73177,prior,1,4,11,,Pita Crisps Simply Naked,107,19
414079,8670,8,1,121699,prior,20,4,10,8.0,Diced Tomatoes,81,15
662226,39275,3,0,148441,prior,38,2,12,2.0,Organic Blueberries,123,4
2031372,13830,23,0,101024,prior,10,6,15,0.0,Dark Chocolate Sauce,29,13
1178561,41757,17,0,57050,prior,4,1,7,30.0,Organic Air Chilled Whole Chicken,35,12
2312914,22935,1,1,177709,prior,16,2,15,5.0,Organic Yellow Onion,83,4
388748,28842,13,0,43529,prior,94,0,10,4.0,Bunched Cilantro,16,4
3054715,32433,6,0,201875,prior,5,4,15,11.0,Green Peas,116,1
2943070,5876,2,1,197690,prior,42,5,16,8.0,Organic Lemon,24,4
1696203,43352,9,0,79173,prior,10,4,12,5.0,Raspberries,32,4
1619065,42265,10,0,174867,prior,8,3,16,11.0,Organic Baby Carrots,123,4
988917,40056,2,1,49545,prior,46,1,13,14.0,Krispy Original Saltine Crackers,78,19
350051,42342,2,0,78174,prior,3,1,13,8.0,Roasted Turkey Breast,96,20
1022756,29752,18,0,57187,prior,10,6,15,20.0,Gluten Free Foods Granola,57,14
2516027,43504,7,1,72066,train,36,4,19,5.0,Organic Chicken Strips,34,1
2829659,33232,12,1,46160,prior,10,2,9,10.0,Unsweetened Cashew Milk,91,16
566739,33279,2,0,11878,prior,3,4,11,16.0,Low Sodium Bacon,106,12
2212588,17316,2,1,85339,prior,20,6,8,8.0,Vitamin D Organic Whole Milk,84,16
2075636,21616,9,1,165876,prior,5,6,14,15.0,Organic Baby Arugula,123,4
2945605,30489,4,0,24924,prior,1,0,15,,Original Hummus,67,20
2259108,33017,32,0,1501,prior,6,2,11,30.0,Classic Bubble Sugar-Free Gum,46,19
3372700,30121,4,1,141959,prior,8,4,12,3.0,Peach & Mango Soy Yogurt,120,16
1737540,28204,6,1,22118,prior,17,6,20,0.0,Organic Fuji Apple,24,4
1104854,5785,1,1,105036,prior,10,5,19,20.0,Organic Reduced Fat 2% Milk,84,16
3227219,12086,29,0,127771,prior,11,2,0,8.0,"Antibacterial Kitchen All Purpose Spray Cleaner, Lemon Fresh",114,17
1070552,22888,9,1,52683,prior,59,0,12,4.0,90% Lean Ground Beef,122,12
2317153,16797,2,0,182900,prior,1,1,17,,Strawberries,24,4
3380307,32265,15,1,100954,prior,11,4,14,30.0,ForceFlex Drawstring Tall Kitchen Bags,60,17
458087,11362,11,0,164822,prior,8,2,7,8.0,Whips! Raspberry Mousse Lowfat Yogurt Mousse,120,16
1013504,48206,4,1,90531,prior,29,0,7,7.0,Deli Select Brown Sugar Ham Ultra Thin,96,20
3307907,47156,4,1,59720,prior,10,3,17,30.0,Coconut Almond Unsweetened Creamer Blend,53,16
1990705,10749,11,0,111665,prior,9,4,9,30.0,Organic Red Bell Pepper,83,4
1378850,41066,3,0,200508,prior,1,0,13,,Mild Organic Salsa,67,20
1355450,32550,2,0,60061,prior,1,5,18,,All Natural Lemonade,31,7
2094306,44359,6,1,142347,prior,4,3,12,30.0,Organic Small Bunch Celery,83,4
1697358,14947,1,1,109074,prior,25,5,16,3.0,Pure Sparkling Water,115,7
1816035,31985,5,0,17269,prior,4,1,14,13.0,Beefsteak Tomatoes,83,4
502562,40549,10,0,18595,prior,4,0,14,7.0,Fresh Mint Total Care Anticavity Mouthwash,20,11
337892,859,13,0,195699,prior,7,0,14,8.0,2-Ply Everyday Napkins,54,17
2214516,16363,19,0,148361,prior,13,1,18,17.0,Gluten Free Breaded Chicken Breast Tenders,34,1
547534,7806,2,1,52944,prior,6,1,16,29.0,Soft Pretzel Burger Buns,43,3
1793006,21938,11,0,173296,prior,40,1,8,6.0,Green Bell Pepper,83,4
2772241,40516,16,0,26961,prior,24,6,14,14.0,Organic Romaine Hearts,123,4
1171958,26165,12,0,39328,prior,5,5,15,4.0,Electrolyte Enhanced Water,115,7
899983,23322,8,1,99759,prior,26,3,12,2.0,Golden Delicious Apple,24,4
497427,6188,8,0,99052,prior,1,5,12,,Organic Apple & Butternut Squash Baby Food,92,18
1851207,21543,6,0,34578,prior,29,6,14,7.0,Organic Quick Oats,130,14
1708883,44873,17,0,187660,prior,9,4,15,10.0,Organic Original Barbeque Sauce,5,13
1325391,36117,21,0,37875,prior,44,3,9,5.0,Soft 10 Grain Bread,112,3
1137725,27104,5,1,142413,prior,11,5,7,1.0,Fresh Cauliflower,83,4
2036592,25330,11,1,24488,prior,3,0,17,8.0,Pecan Nut & Rice Cracker Snacks,78,19
1339783,23567,21,1,197471,prior,7,2,22,17.0,Gourmet Vanilla Cream Soda,77,7
2569111,23439,16,1,42184,prior,4,4,18,14.0,Uncured Turkey Salami,96,20
1904157,30695,27,0,5791,train,9,0,13,30.0,Milk Chocolate Bar,45,19
1553382,34590,9,1,15741,train,12,0,17,11.0,Pitted Dates,117,19
3064303,35004,6,0,120726,prior,1,1,15,,Macaroni Shells & White Cheddar Cheese,4,9
1305090,21903,5,0,95116,prior,4,0,10,14.0,Organic Baby Spinach,123,4
76306,28373,3,1,69158,prior,35,4,7,14.0,Original Rotisserie Chicken,13,20
1918945,5876,6,1,151562,prior,3,3,17,30.0,Organic Lemon,24,4
1750501,22825,12,1,51162,prior,66,6,7,5.0,Organic D'Anjou Pears,24,4
2353520,19677,3,0,20888,prior,6,3,16,21.0,Original Pure Creamy Almond Milk,91,16
2816752,4238,7,0,205640,prior,2,3,19,11.0,Mixed Fruit Chewy Mints,45,19
528830,39820,12,1,26063,prior,3,0,20,8.0,Advance Infant Formula with Iron On-the-Go,92,18
2701893,34386,2,1,29386,prior,31,1,14,4.0,Milano Mint Cookies,61,19
2598225,5586,5,0,119184,prior,33,1,10,24.0,Original Glass Cleaner,114,17
1007702,27344,5,0,323,prior,5,4,11,0.0,Uncured Genoa Salami,96,20
2973418,13176,2,1,182430,prior,24,4,13,2.0,Bag of Organic Bananas,24,4
1191114,273,4,0,34201,prior,2,3,19,2.0,Thin Stackers Brown Rice  Salt Free,107,19
322364,38400,5,0,99072,prior,1,0,13,,Asparation/Broccolini/Baby Broccoli,83,4
2402340,5266,1,0,158740,prior,8,3,14,1.0,Fish Sauce,5,13
3338021,35085,5,1,11652,prior,5,1,13,7.0,Spot's Stew Salmon Dry Dog Food,40,8
1008680,30607,3,1,51279,train,8,4,12,30.0,Black Elderberry Syrup,47,11
3381418,36695,12,1,186338,prior,7,4,22,1.0,Organic Hothouse Cucumbers,83,4
3381833,37766,17,0,99680,prior,2,0,15,28.0,XL Emerald White Seedless Grapes,123,4
842485,10539,6,1,158713,prior,15,0,16,18.0,"Ice Cream, Chocolate Orange Confetti",37,1
2148749,46969,17,0,97311,prior,2,0,18,8.0,Organic Bosc Pear,24,4
2993483,19887,1,1,8043,prior,22,3,9,29.0,Unsweetened Vanilla Almond Breeze,91,16
780739,44765,6,1,143621,prior,20,1,9,7.0,Colby Cheese Sticks,21,16
3275027,32648,14,1,81603,prior,56,6,18,12.0,Gluten Free Honey Almond Granola,57,14
2711806,47766,12,1,24631,prior,47,3,14,10.0,Organic Avocado,24,4
1977276,25466,3,1,137453,prior,30,0,6,2.0,Water,115,7
3184655,1158,15,0,47959,prior,1,6,18,,Mango Chunks,116,1
2994646,37156,5,0,158829,prior,5,3,12,10.0,Chile Verde Chicken,38,1
56318,7781,8,1,39953,prior,9,0,16,6.0,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,21,16
427619,14901,2,0,96577,prior,34,5,11,2.0,Raisins,117,19
1537154,7911,2,0,163579,prior,25,1,12,6.0,Organic Fruitful Os Cereal,121,14
2332729,43744,1,0,136956,prior,2,1,17,30.0,Medium Roast Ground Coffee,26,7
1208754,35221,9,1,142582,prior,21,1,11,2.0,Lime Sparkling Water,115,7
1118191,2452,4,1,448,prior,20,0,8,14.0,Naturals Chicken Nuggets,129,1
663079,20114,18,1,27303,prior,11,6,11,4.0,Jalapeno Peppers,83,4
843495,28842,17,0,139791,prior,2,1,14,11.0,Bunched Cilantro,16,4
862477,17600,7,1,41178,prior,12,2,17,11.0,"YoKids Squeezers Organic Low-Fat Yogurt, Strawberry",120,16
1786164,47616,7,1,30418,prior,8,3,20,9.0,Sesame Street Organic Mini Blueberry Pancakes,52,1
407049,35353,51,0,36499,train,9,6,14,30.0,Dino Eggs Instant Oatmeal,130,14
555738,49325,39,0,9321,train,29,4,16,4.0,Gluten Free Pizza Three Cheese,79,1
959207,47865,16,0,133800,prior,3,1,16,5.0,Quart Storage Bags,85,17
2195516,31329,4,1,22442,prior,19,0,9,1.0,"Tender white meat chicken, vegetables & rice in a Cheddar cheese sauce Grandma's Chicken & Vegetable Rice Bake",38,1
730261,34262,7,1,70252,prior,3,3,16,8.0,Hint Of Sea Salt Almond Nut Thins,78,19
2104955,5876,5,0,67708,prior,1,0,13,,Organic Lemon,24,4
2746214,26209,2,0,98498,prior,6,5,17,30.0,Limes,24,4
1111429,43557,3,0,116093,prior,6,0,14,5.0,Adult DM Max Nighttime Cough Liquid,11,11
126441,34304,18,0,94772,prior,4,0,6,30.0,Organic Red Lentil Rotini,131,9
3303930,18871,2,1,75746,prior,22,0,14,7.0,Country Fried Chicken & Gravy Meal,38,1
996879,24852,19,0,64039,prior,5,3,16,27.0,Banana,24,4
1880455,5479,7,1,73394,prior,29,1,23,8.0,Italian Sparkling Mineral Water,115,7
3296849,11576,9,1,175542,prior,17,6,17,27.0,Corn Chips,107,19
1598381,48775,8,1,87774,prior,6,0,15,30.0,Organic Red Cabbage,83,4
2423299,30776,12,1,62569,prior,9,0,12,13.0,Organic Raw Kombucha Gingerade,31,7
733290,40706,5,0,52167,prior,21,6,8,6.0,Organic Grape Tomatoes,123,4
3093633,28614,7,0,103583,prior,2,6,15,7.0,Dry Split Green Peas,63,9
2635854,17526,8,1,175941,prior,35,3,10,15.0,70% Dark Chocolate Salted Almond Bar,45,19
185077,26312,25,1,169233,prior,18,3,14,3.0,Caesar Salad Kit,123,4
2836375,36695,7,1,77991,prior,14,2,22,9.0,Organic Hothouse Cucumbers,83,4
2804649,10749,6,1,26736,prior,5,3,12,9.0,Organic Red Bell Pepper,83,4
118673,22035,1,1,202465,prior,19,6,11,3.0,Organic Whole String Cheese,21,16
1427398,39794,9,0,159585,prior,13,0,18,4.0,Red Plum,24,4
259446,48679,1,0,189680,prior,48,5,11,0.0,Organic Garnet Sweet Potato (Yam),83,4
3308494,17689,8,1,12166,prior,46,4,16,3.0,Peach Tea,94,7
2327584,40460,3,1,108632,prior,6,3,16,3.0,Bearnaise Sauce Mix,5,13
61401,27104,12,1,189909,prior,58,5,12,4.0,Fresh Cauliflower,83,4
1491542,45464,2,1,46412,prior,63,2,10,6.0,Candy Coated Milk Chocolates,45,19
1166134,17183,3,0,51452,prior,5,1,15,2.0,Peach Yoghurt,120,16
1860007,40199,8,1,100169,prior,4,5,13,30.0,Chocolate Chip Cookies,61,19
3022418,7014,34,1,106753,prior,70,1,14,29.0,Dishwasher Gel Free & Clear,74,17
3078486,44422,10,0,91886,prior,3,1,14,7.0,Organic Old Fashioned Rolled Oats,130,14
3371365,22979,29,1,165946,train,6,6,18,19.0,Organic Cinnamon Flax Sprouted Oat Granola,57,14
1192467,30489,5,1,36074,prior,20,5,22,10.0,Original Hummus,67,20
2999663,10957,1,1,143696,train,4,0,16,19.0,Fridge Pack Cola,77,7
479990,3275,10,0,139924,prior,2,1,10,30.0,Mozzarella Log,21,16
1387375,24852,11,1,105519,prior,69,1,12,7.0,Banana,24,4
2026125,29966,1,0,113181,prior,23,5,15,9.0,Cantina Thins Tortilla Chips,107,19
3370317,31557,13,0,24301,prior,21,3,15,8.0,White Nectarine,24,4
1173848,27796,11,0,120077,prior,9,2,11,6.0,Real Mayonnaise,72,13
1468475,22933,7,1,194550,prior,23,1,14,9.0,Protein Bar Chocolate Peanut Butter,3,19
2091082,12916,5,1,7485,train,4,1,17,30.0,Ginger Ale,77,7
1766008,16903,8,1,53195,prior,14,5,6,4.0,"Bread, 18 Grains and Seeds",112,3
170866,45603,1,1,161084,prior,2,2,14,0.0,Trilogy Kombucha Drink,31,7
2625287,13176,5,1,40882,prior,24,2,17,6.0,Bag of Organic Bananas,24,4
2141682,24852,4,1,162205,train,35,3,19,11.0,Banana,24,4
3043946,26209,4,1,133125,prior,13,2,16,6.0,Limes,24,4
2138765,33198,10,1,35248,prior,19,6,12,20.0,Sparkling Natural Mineral Water,115,7
1086365,33819,6,0,23584,prior,2,0,17,12.0,Original French Vanilla Yogurt,120,16
816752,581,11,1,161954,prior,26,0,10,1.0,Garnet Sweet Potato (Yam),83,4
401234,9533,7,1,168994,prior,27,1,20,5.0,Natural Butter Flavor Lite Maple Syrup,29,13
3032364,45007,11,1,128509,prior,39,0,14,6.0,Organic Zucchini,83,4
565424,9666,1,1,171983,prior,3,0,15,13.0,Country Morning White Bread,112,3
2679629,45977,23,0,167427,prior,34,1,20,7.0,Breakfast Honey Oat Gluten Free Non GMO 5 Super Grains Bar Packs,93,3
537895,37677,5,1,141434,prior,15,2,22,5.0,Natural Hand Sanitizer,25,11
2895610,389,2,1,112524,prior,44,4,13,5.0,Mache Blend,123,4
2247216,39054,2,0,129546,prior,1,5,15,,Unsweetened Cocoa Powder,17,13
2001500,27845,3,1,91363,prior,13,1,13,7.0,Organic Whole Milk,84,16
2546355,18232,7,1,174906,prior,12,0,20,9.0,Beef Skirt Steak,122,12
529719,40734,19,0,166664,prior,4,3,16,19.0,Mighty Minis Slow Melt Pops,37,1
3246295,27521,5,1,204246,prior,21,6,15,5.0,Organic Lacinato (Dinosaur) Kale,83,4
2234768,13176,5,1,10301,prior,4,0,14,7.0,Bag of Organic Bananas,24,4
683930,24852,2,1,203381,prior,40,6,12,4.0,Banana,24,4
3207450,40396,2,1,141374,prior,25,3,12,16.0,Guacamole,67,20
2020531,18094,3,0,55004,prior,2,1,14,5.0,Organic Creamy Deluxe Macaroni Dinner Rotini & White Cheddar Sauce,4,9
355635,49481,16,0,77783,prior,5,0,12,30.0,Original Barbecue Sauce,5,13
3016120,14280,6,1,128946,prior,10,4,19,30.0,Wieners,106,12
843149,1025,15,0,205443,prior,4,0,10,7.0,Organic Fresh Basil,16,4
32440,41065,1,1,23539,prior,34,4,22,4.0,Organic Yellow Squash,83,4
2062451,4289,14,0,108297,prior,5,2,22,5.0,15 Calories Light Lemonade,31,7
2600381,31553,3,0,31011,prior,2,5,14,2.0,Fresh Ginger Root,83,4
3278194,24852,1,1,58037,prior,7,0,16,30.0,Banana,24,4
1467402,18599,5,1,168992,prior,32,1,15,9.0,Garlic Couscous,4,9
1788514,32782,2,1,87993,prior,56,6,16,1.0,Organic Unbleached Bread Flour,17,13
2316573,4367,9,1,134474,prior,4,0,19,16.0,Garlic & Fine Herbs Gournay Cheese,21,16
2657635,41787,8,1,16437,prior,2,0,21,6.0,Bartlett Pears,24,4
1983957,26384,11,0,52588,prior,7,2,9,30.0,Large Brown Eggs,86,16
474882,36058,9,0,160276,prior,8,6,15,1.0,Natural Sliced Baby Swiss Cheese,21,16
178083,24852,1,1,47767,prior,9,6,14,20.0,Banana,24,4
1367713,14715,2,0,50989,prior,1,3,13,,Coconut Water,98,7
807312,34335,6,0,18561,prior,10,1,8,5.0,Ruby Red Grapefruit Juice,98,7
3155285,13176,2,0,67136,prior,2,5,12,30.0,Bag of Organic Bananas,24,4
127753,32486,2,1,76301,prior,41,6,17,8.0,Shredded 3 Cheese Blend,21,16
817665,26620,3,1,167358,prior,23,2,15,16.0,Peach Pear Flavored Sparkling Water,115,7
1594446,11451,6,1,175076,prior,41,3,11,7.0,Peppermint Patties,45,19
1851655,2029,2,1,103142,prior,57,3,13,2.0,Swirl Thick Slice Brown Sugar Cinnamon Bread,112,3
2212435,49217,5,1,132793,prior,20,2,13,11.0,Persian (Armenian) Cucumber,83,4
3000930,2078,1,0,79091,prior,2,0,14,18.0,Unsalted Pure Irish Butter,36,16
2016110,26648,20,0,32859,prior,4,0,13,14.0,Ataulfo Mango,24,4
1221355,24799,10,1,129270,prior,37,1,10,5.0,Vanilla Skyr Nonfat Yogurt,120,16
975743,20574,17,1,129731,prior,10,4,11,8.0,Roasted Turkey,96,20
1076366,19660,1,1,173437,prior,23,5,19,30.0,Spring Water,115,7
2108089,31701,16,1,125173,prior,5,4,17,3.0,Potato Puffs with Roasted Garlic and Cracked Black Pepper,129,1
563148,9741,1,1,201292,prior,6,3,7,5.0,Cheese Pizza,79,1
245179,12505,16,0,86662,train,4,5,21,30.0,Sesame Teriyaki Noodle Bowl,66,6
3395305,37646,7,1,63973,prior,2,1,13,22.0,Organic Gala Apples,24,4
1267640,21137,3,1,2275,prior,12,6,19,15.0,Organic Strawberries,24,4
2942822,31927,5,1,46810,prior,7,2,18,25.0,Four Cheese Pasta Sauce,9,9
2669501,19468,15,0,96687,train,5,0,9,22.0,Classic Yellow Mustard,72,13
1909493,44359,12,0,93661,prior,5,1,17,30.0,Organic Small Bunch Celery,83,4
2471129,43662,2,1,66536,prior,45,0,21,7.0,"Yogurt, Strained Low-Fat, Coconut",120,16
812157,4446,39,0,136922,prior,1,0,10,,Raw Probiotic Kids,70,11
455916,34574,4,0,42801,prior,3,1,11,6.0,Milk Chocolate baking Chips,17,13
2397652,2043,18,1,6118,prior,66,0,11,11.0,Organic Cookies 'n Cream Ice Cream,37,1
810599,5134,31,0,134172,prior,9,0,8,14.0,Organic Thompson Seedless Raisins,117,19
2536388,41779,3,0,135070,prior,7,2,19,2.0,Premium Plastic Wrap,85,17
2386970,41687,5,0,82814,prior,2,1,7,25.0,Honey Puffs Cereal,121,14
837235,11408,2,1,29046,prior,59,0,13,2.0,Crushed Tomatoes,81,15
1412521,39275,4,0,177618,prior,3,2,15,20.0,Organic Blueberries,123,4
3277198,49273,5,1,143422,prior,13,1,22,5.0,Light and Lean Quinoa Black Beans with Butternut Squash and Chard,38,1
1143700,45633,6,0,160983,prior,11,5,10,6.0,Organic Beef Hot Dogs,106,12
2668053,17949,6,0,38565,prior,43,1,16,14.0,Mild Cheddar Cheese Sticks,21,16
314620,13947,1,1,147184,prior,6,3,23,30.0,Montanas Chocolate Chip Cookies,61,19
1167438,39321,1,0,77468,prior,1,3,9,,Milk Chocolate Hot Cocoa Mix,90,7
2892,40008,2,0,171416,prior,5,0,15,2.0,Organic Brown Rice Pasta Rotini,131,9
2365085,3599,5,1,32118,prior,3,5,17,9.0,Baked Aged White Cheddar Rice and Corn Puffs,23,19
1589534,44142,7,0,174046,prior,24,2,7,5.0,Red Onion,83,4
1162579,8518,9,1,30098,prior,32,0,9,6.0,Organic Red Onion,83,4
2256346,44245,7,1,56399,prior,17,5,19,6.0,Honey Maid Graham Crackers,78,19
175330,35042,11,1,26950,prior,15,1,13,5.0,Black Beans,59,15
54521,329,22,1,132279,prior,51,3,9,6.0,Organic Whole Grassmilk Milk,84,16
853914,30391,6,1,22288,prior,24,2,21,3.0,Organic Cucumber,83,4
2899297,13830,7,0,64337,prior,19,2,19,4.0,Dark Chocolate Sauce,29,13
1669611,23377,15,1,110038,prior,8,4,17,6.0,Popped Corn Just The Cheese Corn,23,19
1358545,26604,1,1,2645,prior,7,5,11,30.0,Organic Blackberries,24,4
2308852,48679,8,1,46078,train,31,3,22,1.0,Organic Garnet Sweet Potato (Yam),83,4
2706326,13176,5,1,125661,prior,14,0,16,28.0,Bag of Organic Bananas,24,4
1622626,6020,1,0,62553,train,12,3,12,7.0,Organic Crushed Red Pepper,104,13
1909945,25718,31,0,111661,prior,1,6,15,,Cold Brew Coffee,26,7
3301585,24838,3,1,100434,prior,10,0,9,7.0,Unsweetened Almondmilk,91,16
463092,37193,2,0,151033,prior,17,2,22,9.0,Shelled Edamame,116,1
3051806,18090,1,1,150123,prior,20,1,12,9.0,Organic Large White Flesh Peach,24,4
2402966,43295,3,1,35082,prior,7,6,12,8.0,Unsweetened Vanilla Almond Milk,91,16
2968488,40136,6,1,183079,prior,16,6,15,7.0,Original Taco Seasoning Mix,104,13
535645,31717,17,1,110991,prior,7,5,9,7.0,Organic Cilantro,16,4
1248907,8436,10,1,132649,prior,12,3,12,15.0,Organic Waffles Flax Plus,52,1
2080100,14645,2,0,137908,prior,2,2,14,5.0,De Mexico,77,7
378325,9932,19,1,99883,prior,2,5,11,0.0,Natural Creamy Peanut Butter,88,13
389647,3261,6,0,90658,prior,4,2,19,6.0,Caffeine Free Roastaroma Herbal Tea,94,7
563599,11712,6,1,76466,prior,29,6,21,13.0,Cage Free Large White Eggs,86,16
2562260,4700,25,0,156081,prior,13,0,10,28.0,100% Whole Wheat 8 Hot Dog Rolls,43,3
713103,19677,12,1,60694,prior,23,2,11,15.0,Original Pure Creamy Almond Milk,91,16
2160352,17461,16,1,190161,prior,10,1,14,12.0,Air Chilled Organic Boneless Skinless Chicken Breasts,35,12
1387498,15680,2,1,173927,prior,22,2,9,8.0,Red Plastic Cups,111,17
1148629,14084,2,1,21422,prior,47,0,7,7.0,Organic Unsweetened Vanilla Almond Milk,91,16
1945369,1039,25,1,145686,prior,4,2,9,5.0,Free & Clear Unscented Refill Value Packs Baby Wipes,56,18
774222,1215,7,0,30830,prior,4,2,17,13.0,Kidz All Natural Baked Chicken Nuggets,129,1
1974971,26604,8,0,55474,prior,1,0,12,,Organic Blackberries,24,4
1350561,11597,17,0,172247,prior,15,4,8,3.0,Wheat Protein Cubed,14,20
1350211,12081,5,0,198750,prior,5,2,17,10.0,Soft Rye Loaf Bread,112,3
3333318,24852,26,1,114265,prior,17,0,11,7.0,Banana,24,4
2647344,39475,20,1,76015,prior,44,3,16,6.0,Total Greek Strained Yogurt,120,16
1231869,43643,2,1,169272,prior,9,5,17,4.0,Organic Strawana Probugs Kefir,120,16
3367876,18441,19,1,104168,prior,10,3,11,11.0,Organic Ketchup,72,13
139204,24824,1,0,93039,prior,12,1,11,27.0,Chewy Fruit Mint,46,19
2371670,11741,22,0,33966,prior,21,5,12,3.0,Organic Fuel High Protein Chocolate Shake,65,11
748120,5938,2,1,194479,prior,4,4,9,16.0,Savory Salmon,41,8
2003374,46667,10,1,195573,prior,40,3,21,3.0,Organic Ginger Root,83,4
47825,14063,3,1,111487,prior,27,6,8,8.0,Triscuit Original Baked Whole Grain Wheat Crackers,78,19
1288292,42625,1,1,164049,prior,7,3,9,30.0,"Flat Parsley, Bunch",16,4
416633,21919,13,0,35753,prior,15,2,9,5.0,Pro-V Nature Fusion Smoothing Conditioner with Avocado Oil,22,11
1924288,8087,4,1,5876,prior,10,0,11,25.0,Florida Orange Juice With Calcium & Vitamin D,31,7
237426,14467,4,0,100893,prior,2,6,10,14.0,Sweet Baguette,112,3
3375111,3957,4,1,205197,prior,11,5,0,30.0,100% Raw Coconut Water,31,7
3391020,25126,20,0,140598,prior,10,6,16,30.0,Ancient Heirloom Popcorn,23,19
122655,260,7,1,141129,prior,7,2,10,9.0,Cantaloupe,24,4
1615608,45104,4,0,8310,prior,3,4,12,24.0,ALMONDBREEZE UNSWEETENED,91,16
476927,47209,4,1,43079,prior,15,2,12,7.0,Organic Hass Avocado,24,4
901947,21927,6,1,17551,prior,4,0,16,4.0,Organic Boneless Skinless Chicken Breast,35,12
2013908,28079,1,1,61385,prior,8,3,21,15.0,Orecchiette Dry Pasta,131,9
2013810,38440,6,1,5144,prior,7,3,12,5.0,Lindor Truffles,45,19
1578669,22672,2,0,26099,prior,1,2,16,,Pasta Zero Spaghetti Shirataki Noodles,14,20
1056130,43961,6,1,127059,prior,25,3,10,8.0,Organic Peeled Whole Baby Carrots,123,4
